estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2010-2014,B25127_2_owner_occupied,111198,25209,40740,64897,241626,189940,43157,4275,12039,267156,18417,84662,96757,2600,32204,32769,10708,28146,5944,2933,3561,7936,2893,15311
2010-2014,B25127_3_built_2000_or_later,9388,5037,10158,13803,26356,24601,5231,1036,4044,29599,4386,38316,33300,365,9328,10176,2001,3018,760,472,1064,613,498,4272
2010-2014,"B25127_4_1,_detached__or_attached",2504,4933,9984,13007,20748,23293,2078,998,3988,25333,4249,36347,31968,365,8980,9987,1973,1566,627,194,981,511,397,4069
2010-2014,B25127_5_2_to_4,318,21,11,27,243,8,12,0,0,164,2,116,249,0,32,37,0,20,15,0,0,0,0,0
2010-2014,B25127_6_5_to_19,772,37,93,488,1474,377,230,38,0,699,40,889,376,0,0,24,0,85,15,25,0,44,35,0
2010-2014,B25127_7_20_to_49,1241,11,0,23,935,465,205,0,0,671,0,309,247,0,0,0,0,315,0,0,59,0,60,0
2010-2014,B25127_8_50_or_more,4553,25,14,206,2932,291,2706,0,0,2417,9,534,178,0,0,0,0,1032,103,253,24,0,0,0
2010-2014,"B25127_9_mobile_home,_boat,_rv,_van,_etc.",0,10,56,52,24,167,0,0,56,315,86,121,282,0,316,128,28,0,0,0,0,58,6,203
2010-2014,B25127_10_built_1980_to_1999,5522,12494,16843,26355,84943,57652,7474,982,4020,107186,7626,33677,35413,929,15938,15291,4068,5808,817,288,310,4545,1047,5708
2010-2014,"B25127_11_1,_detached__or_attached",3040,12243,16525,24851,74815,54390,3908,982,3855,95048,7339,31599,33433,929,15173,14938,3914,3618,781,276,298,4162,1019,5313
2010-2014,B25127_12_2_to_4,300,27,12,124,666,286,57,0,0,900,31,243,239,0,22,9,0,133,10,0,7,63,0,7
2010-2014,B25127_13_5_to_19,461,62,45,1007,5301,1838,657,0,7,6224,56,1296,1219,0,9,83,0,524,8,12,5,288,8,0
2010-2014,B25127_14_20_to_49,398,6,12,94,923,265,408,0,0,1320,0,135,18,0,0,0,0,322,7,0,0,12,0,0
2010-2014,B25127_15_50_or_more,1317,10,15,96,3062,213,2393,0,0,3121,0,284,79,0,68,0,10,1211,11,0,0,0,20,0
2010-2014,"B25127_16_mobile_home,_boat,_rv,_van,_etc.",6,146,234,183,176,660,51,0,158,573,200,120,425,0,666,261,144,0,0,0,0,20,0,388
2010-2014,B25127_17_built_1960_to_1979,12455,5300,10021,13645,71337,60337,6854,1101,2584,92468,3959,8918,23625,458,5269,5366,2558,7289,1999,663,793,2203,483,3331
2010-2014,"B25127_18_1,_detached__or_attached",5680,5247,9864,13416,61439,56002,4014,1092,2494,83614,3917,8602,22788,439,4940,5149,2528,3365,1735,485,793,2074,446,2972
2010-2014,B25127_19_2_to_4,566,0,0,0,546,272,79,9,0,615,8,63,20,0,0,19,0,95,0,0,0,15,37,8
2010-2014,B25127_20_5_to_19,1038,18,0,49,3586,2784,421,0,0,4418,0,147,433,0,33,28,0,684,192,34,0,0,0,0
2010-2014,B25127_21_20_to_49,743,0,0,15,1152,279,311,0,0,790,0,52,40,0,0,0,0,166,8,17,0,0,0,0
2010-2014,B25127_22_50_or_more,4428,0,0,35,4477,795,1999,0,0,2721,0,0,33,0,0,0,0,2979,64,127,0,9,0,0
2010-2014,"B25127_23_mobile_home,_boat,_rv,_van,_etc.",0,35,157,130,137,205,30,0,90,310,34,54,311,19,296,170,30,0,0,0,0,105,0,351
2010-2014,B25127_24_built_1940_to_1959,28589,1523,2748,4511,46531,38032,16938,592,743,34878,1130,1529,3364,207,1076,1347,1312,8038,2227,1211,613,349,856,829
2010-2014,"B25127_25_1,_detached__or_attached",22067,1523,2716,4511,45062,37088,13980,592,693,33619,1121,1469,3310,207,1070,1331,1300,6461,2204,1201,603,317,844,823
2010-2014,B25127_26_2_to_4,828,0,0,0,145,142,912,0,0,171,0,7,0,0,0,0,12,410,0,0,0,21,0,6
2010-2014,B25127_27_5_to_19,1827,0,10,0,613,450,1135,0,0,852,9,25,54,0,6,16,0,906,23,10,10,0,0,0
2010-2014,B25127_28_20_to_49,1038,0,9,0,142,140,292,0,0,46,0,0,0,0,0,0,0,52,0,0,0,11,0,0
2010-2014,B25127_29_50_or_more,2817,0,0,0,544,162,605,0,9,97,0,8,0,0,0,0,0,209,0,0,0,0,12,0
2010-2014,"B25127_30_mobile_home,_boat,_rv,_van,_etc.",12,0,13,0,25,50,14,0,41,93,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2010-2014,B25127_31_built_1939_or_earlier,55244,855,970,6583,12459,9318,6660,564,648,3025,1316,2222,1055,641,593,589,769,3993,141,299,781,226,9,1171
2010-2014,"B25127_32_1,_detached__or_attached",44422,847,970,6468,12168,9175,6374,564,643,2915,1298,2212,1050,639,593,589,769,3824,129,299,756,226,9,1144
2010-2014,B25127_33_2_to_4,2244,0,0,89,100,40,97,0,5,52,18,4,5,0,0,0,0,79,0,0,19,0,0,20
2010-2014,B25127_34_5_to_19,2560,0,0,21,105,59,100,0,0,48,0,0,0,2,0,0,0,40,12,0,0,0,0,7
2010-2014,B25127_35_20_to_49,2998,0,0,5,48,44,23,0,0,10,0,0,0,0,0,0,0,19,0,0,6,0,0,0
2010-2014,B25127_36_50_or_more,3020,0,0,0,20,0,63,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
2010-2014,"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,8,0,0,18,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2010-2014,B25127_38_renter_occupied,156217,5832,11529,22362,120982,115175,53107,1344,4397,124638,4745,25385,37980,681,10076,9994,3616,37770,2536,2033,6288,4338,1633,4815
2010-2014,B25127_39_built_2000_or_later,17004,1109,2339,3784,18660,11654,10276,107,706,21296,663,9095,9951,23,2398,2937,370,4737,121,306,1084,418,724,820
2010-2014,"B25127_40_1,_detached__or_attached",1904,790,916,1402,2979,2469,682,107,403,5760,279,3651,5782,23,1449,1731,363,466,78,9,526,37,115,546
2010-2014,B25127_41_2_to_4,984,25,32,114,364,456,113,0,103,366,99,273,446,0,16,93,0,120,19,0,0,0,0,22
2010-2014,B25127_42_5_to_19,2124,22,428,1227,3732,3294,757,0,162,4758,97,3025,2260,0,353,615,7,529,13,0,235,171,81,157
2010-2014,B25127_43_20_to_49,1380,80,407,378,1633,598,573,0,27,1879,18,663,511,0,388,46,0,243,0,21,179,77,139,0
2010-2014,B25127_44_50_or_more,10597,192,556,607,9909,4761,8151,0,0,8333,108,1438,844,0,124,267,0,3372,11,276,144,133,389,0
2010-2014,"B25127_45_mobile_home,_boat,_rv,_van,_etc.",15,0,0,56,43,76,0,0,11,200,62,45,108,0,68,185,0,7,0,0,0,0,0,95
2010-2014,B25127_46_built_1980_to_1999,13602,2955,4488,8648,38777,26043,12464,443,1557,45086,1430,10188,15765,175,5272,4693,783,8340,657,219,1294,2152,429,1686
2010-2014,"B25127_47_1,_detached__or_attached",1418,1744,2840,3634,10444,7974,1152,246,764,15400,827,4124,6936,152,3119,2674,482,1787,145,55,241,878,340,779
2010-2014,B25127_48_2_to_4,1466,363,572,300,1208,1087,299,0,79,1459,119,478,566,16,205,100,70,370,36,8,16,74,7,137
2010-2014,B25127_49_5_to_19,3764,439,655,3429,15938,11667,1833,0,554,17795,208,4031,6718,0,760,1264,143,2099,302,20,755,990,52,396
2010-2014,B25127_50_20_to_49,1398,109,153,534,2305,1106,733,14,80,3936,99,873,551,0,232,286,7,732,31,44,82,56,30,24
2010-2014,B25127_51_50_or_more,5506,189,240,676,8811,4159,8427,175,26,6186,140,612,844,0,530,137,11,3320,143,92,185,154,0,113
2010-2014,"B25127_52_mobile_home,_boat,_rv,_van,_etc.",50,111,28,75,71,50,20,8,54,310,37,70,150,7,426,232,70,32,0,0,15,0,0,237
2010-2014,B25127_53_built_1960_to_1979,40939,956,3281,4283,41367,51623,14501,308,1025,44310,1186,3769,9836,191,1565,1766,962,16133,1224,1119,2595,1383,250,1177
2010-2014,"B25127_54_1,_detached__or_attached",2659,753,1994,2056,8152,9151,1127,196,610,14294,915,2191,5569,176,1104,1359,591,1347,416,118,338,709,237,612
2010-2014,B25127_55_2_to_4,4937,78,282,469,1527,2361,1202,11,128,1256,129,192,322,0,22,141,70,392,13,17,233,110,13,130
2010-2014,B25127_56_5_to_19,13937,2,398,1318,15751,32072,3096,101,194,18028,67,1148,3081,15,79,97,291,6727,652,237,1340,461,0,256
2010-2014,B25127_57_20_to_49,3266,40,296,140,2092,1928,1078,0,0,2192,16,34,470,0,79,84,0,1087,51,60,382,77,0,37
2010-2014,B25127_58_50_or_more,16092,24,150,239,13813,6019,7916,0,10,8389,26,167,328,0,161,8,10,6572,92,687,302,26,0,38
2010-2014,"B25127_59_mobile_home,_boat,_rv,_van,_etc.",48,59,161,61,32,92,82,0,83,151,33,37,66,0,120,77,0,8,0,0,0,0,0,104
2010-2014,B25127_60_built_1940_to_1959,41915,514,818,2078,17753,20705,12885,176,541,12377,605,1279,1772,110,723,487,838,6700,530,328,462,223,230,498
2010-2014,"B25127_61_1,_detached__or_attached",6502,474,578,1343,7137,7280,3083,152,321,5897,483,738,927,97,604,401,506,1754,231,167,236,198,216,370
2010-2014,B25127_62_2_to_4,6924,0,86,335,1250,1468,1646,24,98,870,16,83,187,13,46,79,235,599,23,63,94,0,0,83
2010-2014,B25127_63_5_to_19,11812,7,86,366,4503,10008,3978,0,59,3534,84,280,459,0,53,7,97,2404,266,35,72,25,14,11
2010-2014,B25127_64_20_to_49,4576,0,46,27,1059,653,1422,0,39,934,0,76,140,0,0,0,0,442,0,0,7,0,0,0
2010-2014,B25127_65_50_or_more,12101,33,9,7,3751,1288,2745,0,13,1045,22,102,59,0,20,0,0,1501,10,63,53,0,0,11
2010-2014,"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,0,13,0,53,8,11,0,11,97,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2010-2014,B25127_67_built_1939_or_earlier,42757,298,603,3569,4425,5150,2981,310,568,1569,861,1054,656,182,118,111,663,1860,4,61,853,162,0,634
2010-2014,"B25127_68_1,_detached__or_attached",12373,260,385,2173,1807,2037,1170,245,427,837,547,861,284,165,118,111,241,824,4,30,375,36,0,425
2010-2014,B25127_69_2_to_4,7361,16,64,902,638,432,577,20,46,246,198,90,53,10,0,0,266,475,0,7,260,17,0,102
2010-2014,B25127_70_5_to_19,7415,22,79,361,1220,1955,654,45,61,255,99,5,283,7,0,0,156,367,0,24,141,105,0,82
2010-2014,B25127_71_20_to_49,5842,0,65,71,216,202,361,0,0,45,0,59,32,0,0,0,0,39,0,0,65,0,0,25
2010-2014,B25127_72_50_or_more,9744,0,0,43,530,506,205,0,0,182,17,26,4,0,0,0,0,129,0,0,12,4,0,0
2010-2014,"B25127_73_mobile_home,_boat,_rv,_van,_etc.",22,0,10,19,14,18,14,0,34,4,0,13,0,0,0,0,0,26,0,0,0,0,0,0
2010-2014,B11003_1_total,113596,23602,38836,63252,250726,202436,44558,3812,12342,278935,17227,85993,104407,2151,33285,34753,10138,31353,5580,3135,5440,9173,3297,14269
2010-2014,B11003_2_married-couple_family,62123,18098,27449,50640,193813,117960,35482,3113,9467,226522,14391,72133,80974,1893,26234,28280,7510,23616,4400,2496,3326,6801,2523,11095
2010-2014,B11003_3_with_own_children_under_18_years,23208,7884,12209,22448,92216,49371,14968,980,3875,110425,5803,43617,44311,554,11548,13745,3126,9424,1750,1292,1434,3307,1329,4086
2010-2014,B11003_4_under_6_years_only,10174,1154,1809,4575,22812,10429,5513,247,625,29073,790,11369,10864,71,1783,2615,666,4584,473,345,514,856,258,761
2010-2014,B11003_5_under_6_years_and_6_to_17_years,4069,1189,2640,4328,16790,11160,2641,139,714,20156,1287,8531,10889,178,2486,2658,791,1514,305,185,313,778,380,1133
2010-2014,B11003_6_6_to_17_years_only,8965,5541,7760,13545,52614,27782,6814,594,2536,61196,3726,23717,22558,305,7279,8472,1669,3326,972,762,607,1673,691,2192
2010-2014,B11003_7_no_own_children_under_18_years,38915,10214,15240,28192,101597,68589,20514,2133,5592,116097,8588,28516,36663,1339,14686,14535,4384,14192,2650,1204,1892,3494,1194,7009
2010-2014,B11003_8_other_family,51473,5504,11387,12612,56913,84476,9076,699,2875,52413,2836,13860,23433,258,7051,6473,2628,7737,1180,639,2114,2372,774,3174
2010-2014,"B11003_9_male_householder,_no_wife_present",10071,1607,2732,3774,15433,20956,3149,110,893,15856,898,4018,7449,140,1843,1682,855,2366,359,125,342,598,127,982
2010-2014,B11003_10_with_own_children_under_18_years,4158,655,1537,2036,7275,9408,965,65,486,6369,398,2147,4140,93,1001,884,371,1013,190,64,113,301,48,534
2010-2014,B11003_11_under_6_years_only,1282,208,345,593,2056,2751,337,0,145,1630,78,313,1290,21,287,163,84,465,49,7,70,103,27,184
2010-2014,B11003_12_under_6_years_and_6_to_17_years,394,47,260,206,1300,1995,98,0,51,990,119,269,648,10,133,121,44,28,57,0,0,44,0,77
2010-2014,B11003_13_6_to_17_years_only,2482,400,932,1237,3919,4662,530,65,290,3749,201,1565,2202,62,581,600,243,520,84,57,43,154,21,273
2010-2014,B11003_14_no_own_children_under_18_years,5913,952,1195,1738,8158,11548,2184,45,407,9487,500,1871,3309,47,842,798,484,1353,169,61,229,297,79,448
2010-2014,"B11003_15_female_householder,_no_husband_present",41402,3897,8655,8838,41480,63520,5927,589,1982,36557,1938,9842,15984,118,5208,4791,1773,5371,821,514,1772,1774,647,2192
2010-2014,B11003_16_with_own_children_under_18_years,20337,2098,4858,4423,22314,31961,3066,296,1261,18904,1037,5876,9275,24,2954,3075,1095,3091,314,312,1182,1105,370,1297
2010-2014,B11003_17_under_6_years_only,4111,325,611,656,3299,5619,789,26,294,3623,80,995,1465,24,565,374,248,827,27,133,415,223,108,189
2010-2014,B11003_18_under_6_years_and_6_to_17_years,3822,230,682,896,3373,5276,464,59,212,3058,240,819,2470,0,505,532,129,430,70,0,218,244,34,187
2010-2014,B11003_19_6_to_17_years_only,12404,1543,3565,2871,15642,21066,1813,211,755,12223,717,4062,5340,0,1884,2169,718,1834,217,179,549,638,228,921
2010-2014,B11003_20_no_own_children_under_18_years,21065,1799,3797,4415,19166,31559,2861,293,721,17653,901,3966,6709,94,2254,1716,678,2280,507,202,590,669,277,895
2010-2014,B25075_1_total,111198,25209,40740,64897,241626,189940,43157,4275,12039,267156,18417,84662,96757,2600,32204,32769,10708,28146,5944,2933,3561,7936,2893,15311
2010-2014,"B25075_2_less_than_$10,000",1051,203,600,589,1978,2474,222,1,174,2219,234,723,1205,0,599,358,249,300,0,16,34,55,48,239
2010-2014,"B25075_3_$10,000_to_$14,999",47,5,30,76,169,413,13,0,73,252,46,72,224,0,174,113,28,0,0,0,0,84,0,235
2010-2014,"B25075_4_$15,000_to_$19,999",77,24,41,108,212,567,30,5,19,213,45,93,243,5,150,197,125,15,18,0,0,45,18,22
2010-2014,"B25075_5_$20,000_to_$24,999",281,44,131,212,228,619,57,5,25,241,64,124,215,0,74,92,76,42,0,0,0,21,0,107
2010-2014,"B25075_6_$25,000_to_$29,999",150,33,170,66,249,717,74,9,16,246,27,33,214,0,86,86,0,8,0,0,0,12,0,80
2010-2014,"B25075_7_$30,000_to_$34,999",313,45,40,140,306,531,50,0,0,255,81,115,129,0,116,125,22,7,0,0,0,45,0,62
2010-2014,"B25075_8_$35,000_to_$39,999",149,19,53,87,229,415,7,44,41,198,16,18,95,8,54,38,12,9,0,0,17,0,0,62
2010-2014,"B25075_9_$40,000_to_$49,999",225,26,60,120,389,506,58,9,53,422,17,111,181,0,43,55,42,8,54,0,0,31,11,153
2010-2014,"B25075_10_$50,000_to_$59,999",312,16,73,66,422,692,78,0,47,441,17,133,153,22,190,30,89,22,20,0,0,0,0,109
2010-2014,"B25075_11_$60,000_to_$69,999",194,22,49,124,431,786,106,20,38,338,15,53,224,0,102,98,96,0,0,5,11,69,21,236
2010-2014,"B25075_12_$70,000_to_$79,999",239,10,118,246,354,1182,107,17,98,612,77,113,99,44,160,74,34,101,0,15,84,62,0,234
2010-2014,"B25075_13_$80,000_to_$89,999",300,47,113,171,476,1402,46,0,55,621,53,234,317,23,362,80,216,31,8,0,34,39,0,330
2010-2014,"B25075_14_$90,000_to_$99,999",465,70,116,273,764,1319,40,41,131,664,69,205,388,0,292,132,195,137,0,0,79,117,121,306
2010-2014,"B25075_15_$100,000_to_$124,999",1373,187,706,1601,2860,6082,276,107,445,2398,200,698,1723,21,1015,651,603,394,40,0,123,288,175,1222
2010-2014,"B25075_16_$125,000_to_$149,999",1032,215,845,1644,2780,6777,328,67,875,2527,309,1028,2655,36,1745,790,795,351,116,22,96,304,161,1160
2010-2014,"B25075_17_$150,000_to_$174,999",2240,538,2602,3357,5736,14684,463,199,1272,3459,787,1377,4425,153,3056,1628,1498,688,114,6,103,692,393,1649
2010-2014,"B25075_18_$175,000_to_$199,999",2680,769,2080,3936,5547,14039,408,120,914,3814,610,1448,4401,75,3053,1673,876,728,72,53,162,626,246,1257
2010-2014,"B25075_19_$200,000_to_$249,999",8163,3429,7369,9306,14985,35999,1198,514,2008,12276,1813,4326,13332,240,5297,4729,1831,2289,190,76,415,1315,565,1984
2010-2014,"B25075_20_$250,000_to_$299,999",8722,3857,6989,10125,19667,32694,2329,580,1674,16121,2375,6520,12957,308,4618,5431,1481,1883,193,20,434,1086,334,2232
2010-2014,"B25075_21_$300,000_to_$399,999",19900,6444,10428,15675,44919,40247,5287,1061,2548,46188,4536,18711,22231,436,6336,9413,1327,3693,1205,255,1112,2066,530,2145
2010-2014,"B25075_22_$400,000_to_$499,999",14092,4491,4674,9170,37177,16575,5209,561,715,46105,2649,14387,17355,327,2155,3891,577,3568,1499,325,380,667,249,694
2010-2014,"B25075_23_$500,000_to_$749,999",22177,3707,2687,6302,56502,8784,13699,594,560,80453,2704,25452,11740,349,1802,2446,338,7913,1745,1018,343,234,21,473
2010-2014,"B25075_24_$750,000_to_$999,999",13956,677,453,959,25087,1317,8475,168,94,29046,879,6412,1672,278,506,391,81,3860,451,770,106,39,0,168
2010-2014,"B25075_25_$1,000,000_or_more",13060,331,313,544,20159,1119,4597,153,164,18047,794,2276,579,275,219,248,117,2099,219,352,28,39,0,152
2010-2014,B03002_1_total,633736,89793,150960,239253,1005087,884764,220173,14273,47910,1117072,66726,338916,428772,7446,126200,134672,38142,146422,23507,13074,26632,40436,14992,54650
2010-2014,B03002_2_not_hispanic_or_latino,571099,86985,143716,220444,824690,744309,186159,13728,43655,938150,62224,294888,338026,7203,115964,121028,36705,122310,19684,11835,23755,27307,9888,51862
2010-2014,B03002_3_white_alone,224184,71303,70122,183121,476726,128365,139255,12517,34335,594129,54321,204542,201372,6642,89775,89376,33685,77220,14144,9508,16020,18418,5996,46082
2010-2014,B03002_4_black_or_african_american_alone,308766,11754,62237,20327,170308,556318,18071,734,6561,100595,5016,24124,83229,284,19561,22557,1441,30971,1077,724,5906,5514,1861,3501
2010-2014,B03002_5_american_indian_and_alaska_native_alone,1384,161,1028,558,1610,2115,545,62,121,1711,111,667,965,2,289,568,72,314,98,0,72,43,45,39
2010-2014,B03002_6_asian_alone,22512,1082,4689,10052,142658,37424,21300,151,663,201177,741,52604,32654,53,3230,3834,377,9155,3452,1179,737,2054,1187,868
2010-2014,B03002_7_native_hawaiian_and_other_pacific_islander_alone,186,0,160,144,323,197,169,0,73,752,39,204,469,0,182,97,23,41,37,0,11,0,0,0
2010-2014,B03002_8_some_other_race_alone,1311,34,241,807,3027,2006,960,0,78,3423,130,1148,1417,0,211,221,0,319,23,20,11,62,6,33
2010-2014,B03002_9_two_or_more_races,12756,2651,5239,5435,30038,17884,5859,264,1824,36363,1866,11599,17920,222,2716,4375,1107,4290,853,404,998,1216,793,1339
2010-2014,B03002_10_two_races_including_some_other_race,836,1,88,199,2119,1192,573,16,18,1412,2,639,586,40,19,161,40,175,100,0,231,22,33,15
2010-2014,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",11920,2650,5151,5236,27919,16692,5286,248,1806,34951,1864,10960,17334,182,2697,4214,1067,4115,753,404,767,1194,760,1324
2010-2014,B03002_12_hispanic_or_latino,62637,2808,7244,18809,180397,140455,34014,545,4255,178922,4502,44028,90746,243,10236,13644,1437,24112,3823,1239,2877,13129,5104,2788
2010-2014,B03002_13_white_alone,30771,1836,4489,12537,88490,60731,18791,370,2663,111862,4130,27593,64709,215,3885,5052,1182,16273,2090,630,1568,11278,4181,1947
2010-2014,B03002_14_black_or_african_american_alone,5372,52,559,580,4607,7750,283,0,260,3488,14,756,2968,0,445,612,5,643,30,0,68,350,90,52
2010-2014,B03002_15_american_indian_and_alaska_native_alone,688,0,50,438,1144,976,645,0,67,1919,0,180,383,0,68,97,0,59,77,0,32,0,0,0
2010-2014,B03002_16_asian_alone,273,66,11,22,987,229,99,12,0,917,26,190,145,0,61,41,0,143,14,0,4,0,0,0
2010-2014,B03002_17_native_hawaiian_and_other_pacific_islander_alone,9,0,14,0,68,10,44,0,0,62,0,18,0,0,40,41,0,24,0,0,0,0,0,0
2010-2014,B03002_18_some_other_race_alone,22688,787,1270,3640,74067,66035,12751,135,827,48090,177,12274,17792,19,5262,7245,106,5163,1313,455,1078,1058,446,583
2010-2014,B03002_19_two_or_more_races,2836,67,851,1592,11034,4724,1401,28,438,12584,155,3017,4749,9,475,556,144,1807,299,154,127,443,387,206
2010-2014,B03002_20_two_races_including_some_other_race,1179,39,388,588,5429,2605,897,13,274,6462,60,1453,1765,9,281,322,16,1405,146,37,36,317,239,186
2010-2014,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",1657,28,463,1004,5605,2119,504,15,164,6122,95,1564,2984,0,194,234,128,402,153,117,91,126,148,20
2010-2014,B25063_1_total,156217,5832,11529,22362,120982,115175,53107,1344,4397,124638,4745,25385,37980,681,10076,9994,3616,37770,2536,2033,6288,4338,1633,4815
2010-2014,B25063_2_with_cash_rent,151750,5426,11153,21177,117183,112071,52312,1183,4085,121796,4271,24453,37108,615,9489,9570,3327,36949,2476,1856,6147,4225,1633,4342
2010-2014,B25063_3_less_than_$100,1081,8,63,18,172,169,55,0,16,218,0,57,0,0,10,0,0,64,0,0,0,9,0,0
2010-2014,B25063_4_$100_to_$149,1092,0,61,70,447,224,118,0,0,157,32,48,13,0,0,0,8,111,7,0,105,12,0,24
2010-2014,B25063_5_$150_to_$199,1960,103,157,129,612,406,133,0,7,488,9,51,50,0,50,0,70,150,0,33,34,0,0,70
2010-2014,B25063_6_$200_to_$249,3509,37,183,207,1158,789,200,0,25,1067,23,126,100,0,77,47,0,254,0,20,127,0,0,55
2010-2014,B25063_7_$250_to_$299,2465,0,95,168,571,560,221,0,93,335,46,62,211,0,89,57,38,138,13,0,103,0,17,75
2010-2014,B25063_8_$300_to_$349,1881,21,18,158,442,465,230,0,25,526,13,48,86,0,27,42,28,167,12,35,154,0,7,55
2010-2014,B25063_9_$350_to_$399,1715,22,115,206,308,343,35,0,0,286,34,67,67,0,61,18,7,209,16,0,16,0,87,27
2010-2014,B25063_10_$400_to_$449,1627,33,71,28,249,461,160,48,43,476,12,22,85,0,122,0,23,257,0,31,33,19,23,0
2010-2014,B25063_11_$450_to_$499,1273,25,85,119,423,322,64,0,59,343,18,19,194,0,44,0,71,119,0,0,22,31,0,14
2010-2014,B25063_12_$500_to_$549,1734,45,153,99,641,594,151,36,113,574,34,193,156,17,135,11,134,60,7,0,73,24,0,76
2010-2014,B25063_13_$550_to_$599,1837,41,154,288,351,558,235,17,77,485,147,40,82,11,66,62,89,99,0,6,29,21,0,174
2010-2014,B25063_14_$600_to_$649,1816,86,132,307,775,506,56,30,10,555,50,164,67,16,94,93,185,269,0,0,99,36,7,175
2010-2014,B25063_15_$650_to_$699,2069,94,129,252,647,485,111,20,189,625,145,94,152,23,107,48,176,172,13,0,72,14,0,325
2010-2014,B25063_16_$700_to_$749,3084,80,124,461,623,752,234,30,260,599,69,162,133,87,241,87,105,204,8,0,138,86,40,255
2010-2014,B25063_17_$750_to_$799,3160,10,265,481,970,1271,134,43,280,581,144,219,223,36,91,120,141,272,27,0,185,84,0,379
2010-2014,B25063_18_$800_to_$899,9501,195,373,1141,2089,3849,539,147,383,1716,232,597,713,28,265,253,443,657,94,0,428,116,10,536
2010-2014,B25063_19_$900_to_$999,10124,334,565,1835,2834,9182,873,260,415,2032,379,753,1555,90,454,360,266,1115,56,24,941,123,0,297
2010-2014,"B25063_20_$1,000_to_$1,249",22120,886,1166,4228,14642,32450,5702,273,982,8963,1164,2704,6007,169,2245,1779,777,5312,269,262,1986,1117,199,740
2010-2014,"B25063_21_$1,250_to_$1,499",18268,764,1630,4464,22218,25456,7524,36,555,21961,602,4089,7933,60,1965,2294,305,8396,382,371,739,1257,475,454
2010-2014,"B25063_22_$1,500_to_$1,999",28471,1582,3621,4665,38078,20801,15538,114,464,42283,745,7845,11446,54,2287,2564,361,11098,976,423,601,885,536,384
2010-2014,"B25063_23_$2,000_or_more",32963,1060,1993,1853,28933,12428,19999,129,89,37526,373,7093,7835,24,1059,1735,100,7826,596,651,262,391,232,227
2010-2014,B25063_24_no_cash_rent,4467,406,376,1185,3799,3104,795,161,312,2842,474,932,872,66,587,424,289,821,60,177,141,113,0,473
